Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
DVA,Common Stock,DaVita HealthCare Partners Inc,DaVita Inc. provides kidney dialysis services through a network of outpatient dialysis centers in the United States.,927066.0,NYSE,USD,USA,LIFE SCIENCES,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC","2000 16TH STREET, DENVER, CO, US",December,2024-03-31,12051214000.0,2492649000,15.58,1.164,10.56,None,None,8.82,136.92,0.0661,0.144,0.0636,0.432,12338003000.0,3400341000.0,8.82,1.12,0.069,146.64,0.0,1.0,6.0,1.0,0.0,15.58,14.18,0.938,10.78,1.821,9.53,0.868,147.93,71.51,140.55,119.55,87703000.0,None,None
DAY,Common Stock,Dayforce Inc.,"Dayforce Inc., is a human capital management (HCM) software company in the United States, Canada, and internationally. The company is headquartered in Minneapolis, Minnesota.",1725057.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3311 EAST OLD SHAKOPEE ROAD, MINNEAPOLIS, MN, US",December,2024-03-31,8228169000.0,238400000,157.91,5.36,15.41,None,None,0.33,10.1,0.033,0.0943,0.008,0.0225,1574600000.0,555600000.0,0.33,-0.333,0.164,67.36,4.0,6.0,9.0,0.0,0.0,157.91,19.72,5.03,3.256,5.57,30.72,1.268,75.53,47.08,52.83,63.16,157900000.0,None,None
DECK,Common Stock,Deckers Outdoor Corporation,"Deckers Outdoor Corporation designs, markets and distributes footwear, apparel and accessories for casual lifestyle and high performance activities. The company is headquartered in Goleta, California.",910521.0,NYSE,USD,USA,MANUFACTURING,RUBBER & PLASTICS FOOTWEAR,"250 COROMAR DRIVE, GOLETA, CA, US",March,2024-03-31,22734864000.0,1058395000,28.58,3.71,81.42,None,None,31.31,172.66,0.183,0.161,0.203,0.419,4437319000.0,1607551000.0,31.31,0.876,0.221,1072.17,3.0,13.0,5.0,1.0,0.0,28.58,26.53,5.07,9.93,4.74,19.8,1.064,1106.89,484.02,964.38,807.11,25410600.0,None,None
DE,Common Stock,Deere & Company,"John Deere is the brand name of Deere & Company, an American corporation that manufactures agricultural, construction, and forestry machinery, diesel engines, drivetrains (axles, transmissions, gearboxes) used in heavy equipment, and lawn care equipment.",315189.0,NYSE,USD,USA,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,"ONE JOHN DEERE PLACE, MOLINE, IL, US",October,2024-04-30,106521575000.0,15472000000,11.64,2.276,82.32,5.54,0.0152,33.2,206.9,0.162,0.208,0.0883,0.418,58603999000.0,21117000000.0,33.2,-0.116,-0.124,388.98,6.0,7.0,11.0,0.0,0.0,11.64,14.9,1.82,5.01,2.81,9.56,0.94,434.99,345.94,374.29,382.28,275570000.0,2024-08-08,2024-06-28
DAL,Common Stock,Delta Air Lines Inc,"Delta Air Lines, Inc., typically referred to as Delta, is one of the major airlines of the United States and a legacy carrier. It is headquartered in Atlanta, Georgia.",27904.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED","HARTSFIELD-JACKSON ATLANTA INTL AIRPORT, 1030 DELTA BOULEVARD, ATLANTA, GA, US",December,2024-06-30,28482341000.0,8080000000,6.33,39.29,19.32,0.45,0.0136,6.97,94.01,0.0746,0.133,0.0503,0.438,60117000000.0,9680000000.0,6.97,-0.292,0.069,60.63,8.0,13.0,0.0,0.0,0.0,6.33,6.9,0.512,2.712,0.882,7.39,1.353,53.86,30.47,48.42,42.92,645419000.0,2024-08-20,2024-07-30
DVN,Common Stock,Devon Energy Corporation,Devon Energy Corporation is an American energy company engaged in hydrocarbon exploration in the American market.,1090012.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"333 W. SHERIDAN AVENUE, OKLAHOMA CITY, OK, US",December,2024-03-31,29081686000.0,7140000000,8.83,0.395,19.23,2.42,0.0442,5.25,22.69,0.232,0.237,0.115,0.289,14409000000.0,11329000000.0,5.25,-0.386,-0.005,57.67,4.0,16.0,10.0,0.0,0.0,8.83,10.27,2.351,2.812,2.589,5.23,2.106,54.67,39.79,47.33,46.76,627572000.0,2024-06-28,2024-06-14
DXCM,Common Stock,DexCom Inc,"DexCom, Inc. is a company that develops, manufactures, and distributes continuous glucose monitoring (CGM) systems for diabetes management. It operates internationally with headquarters in San Diego, California, and has a manufacturing facility in Mesa, Arizona.",1093557.0,NASDAQ,USD,USA,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,"6340 SEQUENCE DRIVE, SAN DIEGO, CA, US",December,2024-06-30,25646529000.0,886800000,39.75,2.532,6.08,None,None,1.61,10.09,0.17,0.157,0.0626,0.294,3934800000.0,1883100000.0,1.61,0.266,0.153,151.17,13.0,9.0,4.0,0.0,0.0,39.75,77.52,14.49,25.38,14.46,57.12,1.158,142.0,62.34,116.04,118.14,400727000.0,None,None
FANG,Common Stock,Diamondback Energy Inc,"Diamondback Energy is a company engaged in hydrocarbon exploration and headquartered in Midland, Texas.",1539838.0,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"500 WEST TEXAS, SUITE 1210, MIDLAND, TX, US",December,2024-03-31,35804340000.0,6344000000,11.31,1.201,95.04,9.26,0.0461,17.75,46.19,0.387,0.524,0.0989,0.199,8274000000.0,8173000000.0,17.75,0.102,0.174,225.77,4.0,18.0,5.0,0.0,0.0,11.31,11.52,4.623,2.213,5.16,6.97,1.889,214.5,136.37,197.97,178.63,178344000.0,2024-05-22,2024-05-14
DLR,Common Stock,Digital Realty Trust Inc,"Digital Realty Trust, Inc. is a real estate investment trust that invests in carrier-neutral data centers and provides colocation and peering services.",1297996.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"FOUR EMBARCADERO CENTER, SUITE 3200, SAN FRANCISCO, CA, US",December,2024-03-31,48204759000.0,2384477000,42.34,28.9,61.98,2.44,0.0335,3.44,17.52,0.207,0.132,0.01,0.0539,5430169000.0,2660775000.0,3.44,-0.453,-0.011,155.05,6.0,5.0,11.0,2.0,0.0,42.34,37.59,8.34,2.42,11.42,19.81,0.602,162.58,111.05,149.35,140.15,325885000.0,2024-06-28,2024-06-14
DFS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG,Common Stock,Dollar General Corporation,"Dollar General Corporation is an American chain of variety stores headquartered in Goodlettsville, Tennessee.",29534.0,NYSE,USD,USA,TRADE & SERVICES,RETAIL-VARIETY STORES,"100 MISSION RIDGE, GOODLETTSVILLE, TN, US",January,2024-04-30,25967401000.0,3137418000,17.21,2.519,31.83,2.36,0.02,6.86,178.83,0.0385,0.0551,0.0464,0.234,39262798000.0,11820098000.0,6.86,-0.295,0.061,150.46,6.0,8.0,16.0,1.0,0.0,17.21,20.58,0.839,4.81,1.293,15.18,0.431,167.39,99.82,130.41,134.33,219895000.0,2024-07-23,2024-07-09
DLTR,Common Stock,Dollar Tree Inc,"Dollar Tree is an American chain of discount variety stores that sells items for $1 or less, headquartered in Chesapeake, Virginia.",935703.0,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-VARIETY STORES,"500 VOLVO PARKWAY, N/A, CHESAPEAKE, VA, US",January,2024-04-30,22339129000.0,2645400000,None,2.138,33.83,None,None,-4.52,141.36,-0.0323,0.0551,0.0488,-0.123,30912801000.0,8935400000.0,-4.52,0.021,0.042,138.05,2.0,14.0,10.0,2.0,0.0,-,17.92,0.892,3.732,1.209,-904.54,0.886,154.82,101.83,109.48,123.36,214944000.0,None,None
D,Common Stock,Dominion Energy Inc,"Dominion Energy, Inc., commonly referred to as Dominion, is an American power and energy company headquartered in Richmond, Virginia that supplies electricity in parts of Virginia, North Carolina, and South Carolina and supplies natural gas to parts of Utah, West Virginia, Ohio, Pennsylvania, North Carolina, South Carolina, and Georgia. Dominion also has generation facilities in Indiana, Illinois, Connecticut, and Rhode Island.",715957.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"120 TREDEGAR STREET, RICHMOND, VA, US",December,2024-03-31,44173722000.0,6768000000,22.81,4.5,30.59,2.67,0.0507,2.31,16.9,0.119,0.267,0.0226,0.0723,14142000000.0,7923000000.0,2.31,-0.323,-0.065,53.26,1.0,2.0,14.0,0.0,0.0,22.81,16,2.846,1.591,6.03,12.72,0.588,54.07,37.61,51.33,47.92,838211000.0,2024-06-20,2024-05-31
DPZ,Common Stock,Domino’s Pizza Inc,"Domino's Pizza, Inc., branded as Domino's, is an American multinational pizza restaurant chain founded in 1960. The corporation is headquartered at the Domino's Farms Office Park in Ann Arbor, Michigan.",1286681.0,NYSE,USD,USA,TRADE & SERVICES,WHOLESALE-GROCERIES & RELATED PRODUCTS,"30 FRANK LLOYD WRIGHT DRIVE, ANN ARBOR, MI, US",December,2024-06-30,14599563000.0,909234000,25.71,2.98,-112.88,5.44,0.0145,16.24,132.32,0.124,0.181,0.309,0.0,4612716000.0,1163276000.0,16.24,0.301,0.031,497.57,10.0,12.0,12.0,1.0,0.0,25.71,31.45,3.851,-,4.989,24.04,0.875,541.2,327.02,497.03,444.1,34973200.0,2024-09-30,2024-09-13
DOV,Common Stock,Dover Corporation,"Dover Corporation is an American conglomerate manufacturer of industrial products. Founded in 1955 in New York City, Dover is now based in Downers Grove, Illinois.",29905.0,NYSE,USD,USA,TECHNOLOGY,"CONSTRUCTION, MINING & MATERIALS HANDLING MACHINERY & EQUIP","3005 HIGHLAND PARKWAY, SUITE 200, DOWNERS GROVE, IL, US",December,2024-06-30,25461344000.0,1773740000,17.25,1.268,39.02,2.04,0.011,10.74,61.35,0.176,0.174,0.0813,0.299,8531228000.0,3070411000.0,10.74,0.186,0.037,197.37,4.0,6.0,7.0,0.0,0.0,17.25,19.01,2.801,4.629,3.19,15.66,1.222,192.31,126.04,181.67,162.75,137458000.0,2024-06-14,2024-05-31
DOW,Common Stock,Dow Inc,"Dow Inc. is an American commodity chemical company. The company is headquartered in Midland, Michigan.",1751788.0,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","2211 H.H. DOW WAY, MIDLAND, MI, US",December,2024-03-31,37050687000.0,4980000000,32.63,0.78,26.13,2.8,0.053,1.62,61.13,0.0268,0.0657,0.025,0.0625,43030999000.0,8564000000.0,1.62,-0.088,-0.044,59.58,1.0,3.0,20.0,0.0,0.0,32.63,18.8,0.915,2.195,1.217,13.53,1.236,59.95,45.48,55.05,54.48,700921000.0,2024-06-14,2024-05-31
DHI,Common Stock,DR Horton Inc,"D.R. Horton, Inc. is a home construction company incorporated in Delaware and headquartered in Arlington, Texas.",882184.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,OPERATIVE BUILDERS,"D.R. HORTON TOWER, 301 COMMERCE STREET, SUITE 500, FORT WORTH, TX, US",September,2024-06-30,57689518000.0,6516900000,11.91,0.599,75.32,1.15,0.0068,14.86,112.26,0.134,0.177,0.119,0.213,37302800000.0,8912500000.0,14.86,0.051,0.025,185.38,4.0,11.0,6.0,1.0,1.0,11.91,10.92,1.401,2.174,1.457,8.53,1.711,180.15,99.43,148.54,142.41,326040000.0,2024-08-08,2024-08-01
DTE,Common Stock,DTE Energy Company,DTE Energy (formerly Detroit Edison until 1996) is a Detroit-based diversified energy company involved in the development and management of energy-related businesses and services in the United States and Canada.,936340.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"ONE ENERGY PLAZA, DETROIT, MI, US",December,2024-06-30,24467694000.0,3417000000,17.67,1.8,53.65,4.013,0.0345,6.69,60.18,0.112,0.175,0.0307,0.128,12397000000.0,3668000000.0,6.69,0.598,0.071,123.9,3.0,7.0,8.0,0.0,0.0,17.67,15.85,1.725,1.99,3.368,10.83,0.668,120.54,87.68,113.39,108.3,207020000.0,2024-10-15,2024-09-16
DUK,Common Stock,Duke Energy Corporation,"Duke Energy Corporation is an American electric power and natural gas holding company headquartered in Charlotte, North Carolina.",1326160.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"550 SOUTH TRYON STREET, DEC45A, CHARLOTTE, NC, US",December,2024-03-31,83374203000.0,13756000000,19.33,2.41,61.64,4.08,0.0387,5.59,37.6,0.11,0.255,0.0262,0.088,28996999000.0,13112000000.0,5.59,0.427,0.054,108.58,3.0,6.0,11.0,0.0,0.0,19.33,15.87,2.56,1.553,5.35,11.21,0.44,110.02,80.38,102.95,96.43,771769000.0,2024-09-16,2024-08-16
DD,Common Stock,Dupont De Nemours Inc,"DuPont de Nemours, Inc., commonly known as DuPont, is an American company formed by the merger of Dow Chemical and E. I. du Pont de Nemours and Company on August 31, 2017, and the subsequent spinoffs of Dow Inc. and Corteva. Prior to the spinoffs it was the world's largest chemical company in terms of sales.",1666700.0,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","974 CENTRE ROAD, BUILDING 730, WILMINGTON, DE, US",December,2024-03-31,33523579000.0,2837000000,87.15,1.638,56.41,1.46,0.019,0.92,27.17,0.0296,0.132,0.0265,0.0173,11981000000.0,4615000000.0,0.92,-0.209,-0.029,91.32,3.0,9.0,6.0,1.0,0.0,87.15,21.41,2.557,1.271,3.0,17.69,1.332,82.57,60.52,80.1,74.38,418104000.0,2024-09-16,2024-08-30
EMN,Common Stock,Eastman Chemical Company,"Eastman Chemical Company is an American company primarily involved in the chemical industry. Once a subsidiary of Kodak, today it is an independent global specialty materials company that produces a broad range of advanced materials, chemicals and fibers for everyday purposes. The company is headquartered in Kingsport, Tennessee.",915389.0,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS","PO BOX 511, 200 SOUTH WILCOX DRIVE, KINGSPORT, TN, US",December,2024-03-31,11845748000.0,1574000000,13.56,1.141,48.17,3.22,0.0322,7.43,77.62,0.0965,0.154,0.0456,0.16,9147000000.0,2176000000.0,7.43,-0.145,0.017,110.22,5.0,5.0,11.0,0.0,0.0,13.56,12.77,1.251,2.111,1.718,8.74,1.474,105.12,67.12,98.97,90.2,116810000.0,2024-07-09,2024-06-17
ETN,Common Stock,Eaton Corporation PLC,"Eaton Corporation plc is an American Irish-domiciled multinational power management company with 2020 sales of 17.86 billion USD, founded in the United States with corporate headquarters in Dublin, Ireland, and operational headquarters in Beachwood, Ohio.",1551182.0,NYSE,USD,USA,TECHNOLOGY,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,"30 PEMBROKE ROAD, EATON HOUSE, DUBLIN, IE",December,2024-03-31,119083844000.0,5050000000,35.2,3.259,48.25,3.52,0.0126,8.46,59.22,0.144,0.171,0.0698,0.185,23655999000.0,6887000000.0,8.46,0.283,0.084,345.86,4.0,11.0,7.0,0.0,1.0,35.2,31.06,5.49,6.69,5.8,27.44,1.011,345.19,189.89,322.54,278.39,399892000.0,2024-08-23,2024-08-05
EBAY,Common Stock,eBay Inc,"eBay Inc. is an American multinational e-commerce corporation based in San Jose, California, that facilitates consumer-to-consumer and business-to-consumer sales through its website.",1065088.0,NASDAQ,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","2025 HAMILTON AVENUE, SAN JOSE, CA, US",December,2024-03-31,27198360000.0,2584000000,10.81,2.221,12.32,1.02,0.0199,5.01,19.36,0.26,0.269,0.0668,0.454,10158000000.0,7115000000.0,5.01,-0.189,0.018,52.98,4.0,6.0,20.0,2.0,0.0,10.81,11.0,2.628,4.157,2.552,5.9,1.307,55.69,36.56,53.33,47.11,502000000.0,2024-06-14,2024-05-31
ECL,Common Stock,Ecolab Inc,"Ecolab Inc., headquartered in St. Paul, Minnesota, is an American corporation that develops and offers services, technology and systems that specialize in water treatment, purification, cleaning and hygiene in a wide variety of applications. It helps organizations both private market as well as public treat their water, not only for drinking directly, but also for use in food, healthcare, hospitality related safety and industry.",31462.0,NYSE,USD,USA,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","1 ECOLAB PLACE, SAINT PAUL, MN, US",December,2024-03-31,70033187000.0,3275200000,45.41,2.328,23.46,2.2,0.0093,5.4,54.34,0.1,0.147,0.0691,0.202,15500500000.0,5426700000.0,5.4,0.065,0.178,249.71,2.0,7.0,18.0,0.0,0.0,45.41,34.97,4.137,7.88,4.647,23.51,1.119,248.6,155.51,239.24,212.11,285570000.0,2024-07-15,2024-06-18
EIX,Common Stock,Edison International,"Edison International is a public utility holding company based in Rosemead, California. Its subsidiaries include Southern California Edison, and unregulated non-utility business assets Edison Energy.",827052.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"2244 WALNUT GROVE AVE,, P O BOX 800, ROSEMEAD, CA, US",December,2024-06-30,30318756000.0,6331000000,31.53,1.996,35.69,3.078,0.0397,2.49,43.81,0.0571,0.221,0.0295,0.0541,16822000000.0,9414000000.0,2.49,0.233,0.094,79.46,4.0,7.0,7.0,1.0,0.0,31.53,15.13,1.75,2.114,4.006,11.93,0.919,79.5,56.9,74.01,69.56,386177000.0,2024-07-31,2024-07-08
EW,Common Stock,Edwards Lifesciences Corp,"Edwards Lifesciences is an American medical technology company headquartered in Irvine, California, specializing in artificial heart valves and hemodynamic monitoring.",1099800.0,NYSE,USD,USA,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES","ONE EDWARDS WAY, IRVINE, CA, US",December,2024-03-31,37584163000.0,2027200000,26.1,5.19,12.35,None,None,2.39,10.27,0.237,0.272,0.123,0.22,6204400000.0,4303600000.0,2.39,0.215,-0.094,82.05,6.0,14.0,10.0,0.0,2.0,26.1,32.89,9.05,8.17,8.89,30.33,1.11,96.12,58.93,88.01,81.53,602600000.0,None,None
EA,Common Stock,Electronic Arts Inc,"Electronic Arts Inc. (EA) is an American video game company headquartered in Redwood City, California. It is the second-largest gaming company in the Americas and Europe by revenue and market capitalization after Activision Blizzard and ahead of Take-Two Interactive, and Ubisoft as of May 2020.",712515.0,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"209 REDWOOD SHORES PARKWAY, REDWOOD CITY, CA, US",March,2024-03-31,38579405000.0,1982000000,31.02,1.266,28.24,0.76,0.0052,4.68,28.01,0.168,0.204,0.0767,0.172,7562000000.0,5754000000.0,4.68,0.466,-0.051,151.73,8.0,7.0,14.0,0.0,0.0,31.02,16.92,4.465,4.539,4.315,16.54,0.788,148.22,116.98,137.95,134.88,265735000.0,2024-06-19,2024-05-29
ELV,Common Stock,Elevance Health Inc,"Elevance Health Inc. is a health benefits company. The company is headquartered in Indianapolis, Indiana.",1156039.0,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"220 VIRGINIA AVENUE, INDIANAPOLIS, IN, US",December,2024-06-30,122319864000.0,11378000000,18.48,1.138,181.94,6.22,0.0124,28.54,735.1,0.039,0.0693,0.0593,0.166,171719000000.0,40112000000.0,28.54,0.264,-0.001,599.13,8.0,12.0,3.0,0.0,0.0,18.48,13.39,0.675,2.944,0.784,-,0.847,555.36,427.37,531.27,500.36,231886000.0,2024-09-25,2024-09-10
EMR,Common Stock,Emerson Electric Company,"Emerson Electric Co. is an American multinational corporation headquartered in Ferguson, Missouri. The Fortune 500 company manufactures products and provides engineering services for a wide range of industrial, commercial, and consumer markets.",32604.0,NYSE,USD,USA,MANUFACTURING,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),"8000 W FLORISSANT AVE, P O BOX 4100, ST LOUIS, MO, US",September,2024-03-31,66844160000.0,4658000000,34.77,2.304,36.54,2.09,0.018,3.36,28.94,0.65,0.226,0.051,0.0876,16529000000.0,7427000000.0,3.36,-0.37,0.165,131.29,6.0,15.0,2.0,0.0,0.0,34.77,21.41,4.048,3.115,4.639,18.77,1.316,119.53,81.82,111.41,102.97,572100000.0,2024-06-10,2024-05-16
ENPH,Common Stock,Enphase Energy Inc,"Enphase Energy is an American energy technology company headquartered in Fremont, California. Enphase designs and manufactures software-driven home energy solutions that span solar generation, home energy storage and web-based monitoring and control.",1463101.0,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"47281 BAYSIDE PARKWAY, FREMONT, CA, US",December,2024-06-30,16161261000.0,169413000,128.32,1.752,6.53,None,None,0.93,10.45,0.0912,0.0098,0.0185,0.14,1420449000.0,974595000.0,0.93,-0.927,-0.573,126.27,3.0,21.0,14.0,2.0,1.0,128.32,38.91,6.95,16.18,6.78,26.01,1.705,153.56,73.49,115.38,112.42,135422000.0,None,None
ETR,Common Stock,Entergy Corporation,Entergy Corporation is a Fortune 500 integrated energy company engaged primarily in electric power production and retail distribution operations in the Deep South of the United States.,65984.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"639 LOYOLA AVE, NEW ORLEANS, LA, US",December,2024-03-31,24264208000.0,4676028000,11.39,1.677,67.79,4.4,0.0398,9.98,56.41,0.177,0.139,0.0268,0.15,11960982000.0,5278351000.0,9.98,-0.762,-0.063,114.76,4.0,9.0,6.0,1.0,0.0,11.39,14.24,1.806,1.501,3.959,9.77,0.706,114.28,84.2,108.85,103.2,213537000.0,2024-09-03,2024-05-01
EOG,Common Stock,EOG Resources Inc,"EOG Resources, Inc. is an American energy company engaged in hydrocarbon exploration. It is organized in Delaware and headquartered in the Heritage Plaza building in Houston, Texas.",821189.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"1111 BAGBY, SKY LOBBY 2, HOUSTON, TX, US",December,2024-03-31,73074500000.0,13205000000,10.05,2.606,49.83,3.47,0.0286,12.65,40.66,0.313,0.383,0.135,0.272,23534000000.0,20132000000.0,12.65,-0.101,0.047,145.04,5.0,12.0,15.0,0.0,0.0,10.05,11.21,3.344,2.77,3.336,5.8,1.31,137.77,107.46,125.08,123.7,574711000.0,2024-07-31,2024-07-17
EPAM,Common Stock,EPAM Systems Inc,"EPAM Systems, Inc. provides digital platform engineering and software development services in North America, Europe, Russia, Belarus, Kazakhstan, Ukraine, Georgia, East Asia, Southeast Asia, and Australia. The company is headquartered in Newtown, Pennsylvania.",1352010.0,NYSE,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,"41 UNIVERSITY DRIVE, SUITE 202, NEWTOWN, PA, US",December,2024-03-31,12235497000.0,662248000,28.91,1.33,59.98,None,None,7.3,80.28,0.0928,0.104,0.0847,0.131,4645064000.0,1560315000.0,7.3,0.139,-0.038,222.89,4.0,6.0,10.0,2.0,0.0,28.91,46.3,3.195,4.318,2.785,19.79,1.452,317.5,169.43,187.54,248.36,57974000.0,None,None
EQT,Common Stock,EQT Corporation,"EQT Corporation is a natural gas production company in the United States. The company is headquartered in Pittsburgh, Pennsylvania.",33213.0,NYSE,USD,USA,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,"625 LIBERTY AVENUE, SUITE 1700, PITTSBURGH, PA, US",December,2024-06-30,20381135000.0,2742466000,22.42,0.196,34.23,0.623,0.0184,1.53,10.54,0.157,-0.33,0.0224,0.0511,4428964000.0,9722660000.0,1.53,-0.925,0.016,44.16,2.0,9.0,9.0,0.0,0.0,22.42,34.25,3.3,1.111,4.374,5.45,1.128,44.68,31.8,38.47,38.23,594029000.0,2024-09-01,2024-08-07
EFX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQIX,Common Stock,Equinix Inc,"Equinix, Inc. is an American multinational company headquartered in Redwood City, California, that specializes in Internet connection and data centers.",1101239.0,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"ONE LAGOON DRIVE, REDWOOD CITY, CA, US",December,2024-03-31,73699017000.0,2913907000,77.89,5.05,129.59,15.34,0.0219,9.97,83.83,0.119,0.172,0.0197,0.0773,7883491000.0,2971686000.0,9.97,-0.123,0.065,905.73,7.0,12.0,6.0,0.0,0.0,77.89,63.29,9.32,5.79,10.7,25.99,0.676,910.03,667.15,772.22,790.45,94906000.0,2024-06-19,2024-05-21
EQR,Common Stock,Equity Residential,Equity Residential is a publicly traded real estate investment trust that invests in apartments.,906107.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"EQUITY RESIDENTIAL, TWO NORTH RIVERSIDE PLAZA, SUITE 400, CHICAGO, IL, US",December,2024-03-31,27016915000.0,1789629000,30.47,6.35,29.16,2.663,0.0382,2.34,7.65,0.317,0.288,0.0279,0.082,2899694000.0,1752599000.0,2.34,0.379,0.036,70.38,2.0,6.0,16.0,0.0,0.0,30.47,41.67,8.15,2.119,10.82,15.2,0.887,71.78,50.96,67.48,62.14,378972000.0,2024-07-12,2024-07-01
ESS,Common Stock,Essex Property Trust Inc,"Essex Property Trust is a publicly traded real estate investment trust that invests in apartments, primarily on the West Coast of the United States.",920522.0,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"1100 PARK PLACE, SUITE 200, SAN MATEO, CA, US",December,2024-03-31,19009819000.0,1093196000,34.96,7.76,86.41,9.38,0.0343,8.18,26.42,0.31,0.33,0.0269,0.0957,1695958000.0,1122739000.0,8.18,0.785,0.038,273.85,2.0,5.0,16.0,1.0,1.0,34.96,44.05,9.47,2.833,12.67,17.75,0.874,292.37,198.11,272.91,243.47,64209000.0,2024-07-12,2024-06-28
EL,Common Stock,Estee Lauder Companies Inc,"The Estee Lauder Companies Inc. is an American multinational manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products, based in Midtown Manhattan, New York City. The company owns a diverse portfolio of brands, distributed internationally through both digital commerce and retail channels.",1001250.0,NYSE,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","767 FIFTH AVE, NEW YORK, NY, US",June,2024-03-31,36118151000.0,2076000000,56.59,1.6,16.02,2.64,0.0262,1.78,42.79,0.0418,0.14,0.0348,0.0999,15346000000.0,13432000000.0,1.78,1.116,0.05,135.77,4.0,5.0,20.0,0.0,0.0,56.59,33.67,3.283,8.71,3.696,28.88,0.982,171.96,95.87,113.2,131.63,233022000.0,2024-06-17,2024-05-31
